,0
411,"To appreciate the beauty of a snow flake, it is necessary to stand out in the cold."
412,
413,95% of everything you do is the result of habit.
414,A fool contributes nothing worth hearing and takes offense at everything.
415,Greatness of spirit is accompanied by simplicity and sincerity.
416,"At the intersection where your gifts, talents, and abilities meet a human need; therein you will discover your purpose"
417,A friend of everyone is a friend of no one
418,The intelligence consists not only in the knowledge but also in the skill to apply the knowledge into practice.
419,"Character is determined by choice, not opinion."
420,The hardest victory is the victory over self.
421,"Think as the wise men think, but talk like the simple people do."
422,Happiness is a quality of the soul...not a function of one's material circumstances.
423,"A goal gets us motivated,while a good habit keeps us stay motivated."
424,"True happiness comes from gaining insight and growing into your best possible self. Otherwise all you're having is immediate gratification pleasure, which is fleeting and doesn't grow you as a person."
